#    time[fs]          Re(autocorrel)      Im(autocorrel)      Abs(autocorrel)
    59.80000000 -5493815944640765.00000000000000 -3355820528843370.50000000000000  6437666118664100.00000000000000
    60.00000000  161747210412700.68750000000000  4489919306599283.00000000000000  4492831795187671.50000000000000
    60.20000000  260125453554584.37500000000000  1803457173016718.25000000000000  1822120475295865.50000000000000
    60.40000000  4269837676608166.50000000000000 -215216604377990.62500000000000  4275258117515551.50000000000000
    60.60000000 -2932350994827462.50000000000000 -1176554106626823.75000000000000  3159582555130670.00000000000000
    60.80000000  2416020861868699.50000000000000  1715729349291531.25000000000000  2963255642870711.50000000000000
    61.00000000 -637578319597507.75000000000000 -2129402575837828.75000000000000  2222804859542457.00000000000000
    61.20000000 -205426301719713.81250000000000  347349734384630.68750000000000  403549009929788.31250000000000
    61.40000000 -2123106365932938.25000000000000 -1054127652431216.50000000000000  2370393585184772.00000000000000
    61.60000000 -1077248964845906.12500000000000  4861783218553715.00000000000000  4979698926287824.00000000000000
    61.80000000  6009269935358797.00000000000000 -233355690493326.00000000000000  6013799134847516.00000000000000
    62.00000000 -1053382001454020.62500000000000 -4186629988900093.50000000000000  4317115275846230.00000000000000
    62.20000000  1428054284195721.50000000000000 -575265079465241.75000000000000  1539567780340282.75000000000000
    62.40000000 -6012593701074945.00000000000000 -10521468447885144.00000000000000  12118274683883376.00000000000000
    62.60000000 -20089892689875068.00000000000000  14343644251613144.00000000000000  24684892519667376.00000000000000
    62.80000000  19106665720053356.00000000000000  24717420932035080.00000000000000  31241247933929716.00000000000000
    63.00000000  22282914873613964.00000000000000 -1726285182238576.00000000000000  22349683572595452.00000000000000
    63.20000000  33593424791609400.00000000000000  81613333208019680.00000000000000  88256752413357952.00000000000000
    63.40000000  689074045051291392.00000000000000 -331448824498736320.00000000000000  764644599029472768.00000000000000
    63.60000000 -1913593051251676416.00000000000000 -557494816566955584.00000000000000  1993147971500792832.00000000000000
    63.80000000  1703659641098034176.00000000000000  2468049708863218688.00000000000000  2998954074027493376.00000000000000
    64.00000000 -241968981884456160.00000000000000 -1778686138416164864.00000000000000  1795069181727547904.00000000000000
    64.20000000  471046932851989120.00000000000000  411486641471555776.00000000000000  625465002265360128.00000000000000
    64.40000000 -1007770505265158272.00000000000000 -129888163368434128.00000000000000  1016106454199370496.00000000000000
    64.60000000  457546374647715136.00000000000000  772603880206059904.00000000000000  897922847834226304.00000000000000
    64.80000000  498114811043324544.00000000000000 -397165687637260992.00000000000000  637070599240857472.00000000000000
    65.00000000 -256491341495796928.00000000000000 -408455617496788352.00000000000000  482310895301978624.00000000000000
    65.20000000 -402022001372124800.00000000000000  114440851976401840.00000000000000  417993299214632704.00000000000000
    65.40000000  16849623455310088.00000000000000  364468313837525376.00000000000000  364857590851765952.00000000000000
    65.60000000  177198374795164544.00000000000000 -35140857306308360.00000000000000  180649228844935648.00000000000000
    65.80000000 -241948862479966592.00000000000000  161721049521777472.00000000000000  291020531773576000.00000000000000
    66.00000000  666218455877757568.00000000000000  485541871452824576.00000000000000  824377304324940032.00000000000000
    66.20000000  642486521297693696.00000000000000 -1395491160796479488.00000000000000  1536289201260725248.00000000000000
    66.40000000 -2090368501729209600.00000000000000 -557445005798992320.00000000000000  2163419840787233536.00000000000000
    66.60000000 -92024851305254688.00000000000000  2279021999025736960.00000000000000  2280879182530503936.00000000000000
    66.80000000  1455382655609424384.00000000000000 -750864730355883648.00000000000000  1637661905748910848.00000000000000
    67.00000000 -1507878732102585344.00000000000000  659887150341254656.00000000000000  1645949367967557376.00000000000000
    67.20000000  4276790116689054720.00000000000000  607886073865060096.00000000000000  4319775362331733504.00000000000000
    67.40000000 -5737538884164281344.00000000000000 -9383423195855067136.00000000000000  10998544600073592832.00000000000000
    67.60000000 -13126744530671796224.00000000000000  25437041374347845632.00000000000000  28624368916253962240.00000000000000
    67.80000000  69702132327989452800.00000000000000  3908461145242279424.00000000000000  69811627395387514880.00000000000000
    68.00000000 -52239527011903668224.00000000000000 -153463682179637510144.00000000000000  162111288720311517184.00000000000000
    68.20000000 -313422454745196986368.00000000000000  271256652576416694272.00000000000000  414504290334210981888.00000000000000
    68.40000000  1149713444335433154560.00000000000000  498272328469470314496.00000000000000  1253042823451789754368.00000000000000
    68.60000000 -866303998816620773376.00000000000000 -3499549456744377745408.00000000000000  3605180857955053993984.00000000000000
    68.80000000 -2223756911097836994560.00000000000000  6827567095674233159680.00000000000000  7180582653628385329152.00000000000000
    69.00000000  2347990831564343476224.00000000000000 -11061001327970311208960.00000000000000  11307467060419464527872.00000000000000
    69.20000000 -9517052419922747981824.00000000000000  16458219701625981763584.00000000000000  19011766948670159716352.00000000000000
    69.40000000  22810910461857839972352.00000000000000  6865476335799883530240.00000000000000  23821679231664662773760.00000000000000
    69.60000000  3861159260805849415680.00000000000000 -25190063707611407056896.00000000000000  25484266919627648401408.00000000000000
    69.80000000 -5511990435403965399040.00000000000000  3292057731239933640704.00000000000000  6420255654240057294848.00000000000000
    70.00000000 -27152648182668613124096.00000000000000 -46442518172144435724288.00000000000000  53797525942200564711424.00000000000000
    70.20000000 -60661983706015852396544.00000000000000  173690378541300554137600.00000000000000  183978867984802032648192.00000000000000
    70.40000000  317537854031164633776128.00000000000000 -283111772908313980698624.00000000000000  425420456374638768816128.00000000000000
    70.60000000 -692117522643139577249792.00000000000000  436838822528682100260864.00000000000000  818446590815749095292928.00000000000000
    70.80000000  1119960577886249056993280.00000000000000 -891301559982140558409728.00000000000000  1431338592662790806175744.00000000000000
    71.00000000 -1541076333482025236299776.00000000000000  1908281398943316654948352.00000000000000  2452846135241968699047936.00000000000000
    71.20000000  2254931385713181132324864.00000000000000 -3477467504007875538190336.00000000000000  4144574259885462721134592.00000000000000
    71.40000000 -4722310933464961385496576.00000000000000  3285072712432544691257344.00000000000000  5752557976960478094557184.00000000000000
    71.60000000  3305318767653133586792448.00000000000000  7327383100190577068605440.00000000000000  8038387602794388113063936.00000000000000
    71.80000000  38745378278296254515511296.00000000000000 -3594592046121170604392448.00000000000000  38911764672221030947749888.00000000000000
    72.00000000 -11808063165113271280730112.00000000000000 -178968848531004887639523328.00000000000000  179357963581841222297190400.00000000000000
    72.20000000 -628121432307951493089067008.00000000000000  75742989516531900625190912.00000000000000  632671742837859062611181568.00000000000000
    72.40000000 -128009411191218940231548928.00000000000000  1414141791450597057378648064.00000000000000  1419923735867749545977839616.00000000000000
    72.60000000  3292438266475359038127210496.00000000000000  818832800882584670569496576.00000000000000  3392732953586604674971074560.00000000000000
    72.80000000 -2552943316676541055233949696.00000000000000 -4699044308921137367265312768.00000000000000  5347759997921330701644333056.00000000000000
